referenceId,starId,author,bibcode,referenceStarIds
93,HD28843,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD28843,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD29009,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD29009,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
92,HD29009,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD29009,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD29305,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD29305,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
39,HD29305,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD24863"
0,HD30849,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
4,HD30849,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
27,HD30849,"Hensberge, H.; Deridder, G.; Doom, C.; et al.","1981A&AS...46..151H","HD31640"
29,HD30849,"Hensberge, H.; Weiss, W. W.; et al.","1982IBVS.2170....1H","HD31640"
0,HD31373,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
21,HD31373,"Adelman, Saul J.; Brunhouse, Eric F.","1998PASP..110.1304A","HD33276"
0,HD32549,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD32549,"Winzer, John Ernest","1974PhDT........61W","HD33276"
0,HD32633,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
7,HD32633,"Preston, George W.; Stepien, Kazimierz","1968ApJ...151..577P",""
30,HD32633,"Adelman, S. J.","1997A&AS..122..249A","HD32608"
87,HD32633,"Adelman, S. J.; Kaewkornmaung, P.","2005A&A...435.1099A","HD32068"
0,HD32650,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
37,HD32650,"Adelman, Saul J.","1997PASP..109....9A","HD33541"
58,HD32650,"Winzer, John Ernest","1974PhDT........61W","HD31590"
113,HD32650,"Adelman, Saul J.; Sutton, Jason M.","2007PASP..119..733A","HD33541"
0,HD32966,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
4,HD32966,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
31,HD32966,"Adelman, Saul J.; Meadows, S. A.","2002A&A...390.1023A","HD31726"
0,HD33904,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD33904,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
39,HD33904,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD34816,HD35337"
0,HD34364,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
45.1,HD34364,"Adelman, Saul J.","1998A&AS..128..245A","HD34499"
45.2,HD34364,"Adelman, Saul J.","1998A&AS..128..245A","HD34499"
128,HD34364,"Johansen, K. T.","1970A&A.....4....1J","HD34334"
137,HD34364,"Žižňovský J.","Skalnaté Pleso","HD34578"
0,HD35298,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD35298,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD35298,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
102,HD35298,"Adelman, S. J.; Rice, R. H.","1999A&AS..136..111A","HD33647"
0,HD36629,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD36629,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD36342"
0,HD36668,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
32,HD36668,"Adelman, Saul J.","2000A&A...357..548A","HD33647"
0,HD37210,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD37210,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD37210,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD37210,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD37776,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD37776,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
26,HD37776,"Pedersen, H.; Thomsen, B.","1977A&AS...30...11P",""
33,HD37776,"Adelman, S. J.","1997A&AS..125...65A","HD36591"
85,HD37776,"Adelman, S. J.; Pyper, D. M.","1985A&AS...62..279A","HD37744"
103,HD37776,"Bartolini, C.; Bonifazi, A.; et al.","1982Ap&SS..83..287B","HD37674,HD37393"
111,HD37776,"Pojmanski, G.","2002AcA....52..397P",""
123.1,HD37776,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.","2008A&A...485..585M","HD37788"
123.2,HD37776,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.","2008A&A...485..585M","HD36166"
123.3,HD37776,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.","2008A&A...485..585M","HD36591"
137,HD37776,"Mikulášek, Z.; Krtička, J; and co.","2011A&A...534L...5M","HD37788"
0,HD38104,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD38104,"Winzer, John Ernest","1974PhDT........61W","HD38179"
0,HD38478,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD38478,"Winzer, John Ernest","1974PhDT........61W","HD37147"
0,HD38823,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
4,HD38823,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
27,HD38823,"Hensberge, H.; Deridder, G.; Doom, C.; et al.","1981A&AS...46..151H","HD38856"
0,HD39317,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD39317,"Winzer, John Ernest","1974PhDT........61W","HD38899"
0,HD40312,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
37,HD40312,"Adelman, Saul J.","1997PASP..109....9A","HD39182"
58,HD40312,"Winzer, John Ernest","1974PhDT........61W","HD38104"
87,HD40312,"Adelman, S. J.; Kaewkornmaung, P.","2005A&A...435.1099A","HD39182"
0,HD40394,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
21,HD40394,"Adelman, Saul J.; Brunhouse, Eric F.","1998PASP..110.1304A","HD40626"
58,HD40394,"Winzer, John Ernest","1974PhDT........61W","HD38179"
116,HD40394,"Adelman, Saul J.","2005PASP..117..476A","HD40626"
0,HD41089,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD41089,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD41089,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD41269,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD41269,"Winzer, John Ernest","1974PhDT........61W","HD40588"
0,HD43819,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD43819,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
33,HD43819,"Adelman, S. J.","1997A&AS..125...65A","HD43153"
58,HD43819,"Winzer, John Ernest","1974PhDT........61W","HD43153"
86,HD43819,"Adelman, S. J.; Young, K. J.","2005A&A...429..317A","HD43153"
111,HD43819,"Pojmanski, G.","2002AcA....52..397P",""
0,HD47152,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD47152,"Winzer, John Ernest","1974PhDT........61W","HD46553"
0,HD49333,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD49333,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
20,HD49333,"Adelman, Saul J.","2000A&AS..146...13A","HD47703"
26,HD49333,"Pedersen, H.; Thomsen, B.","1977A&AS...30...11P",""
0,HD49606,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
17.1,HD49606,"Adelman, Saul J.","1999A&AS..134...53A","HD48097"
17.2,HD49606,"Adelman, Saul J.","1999A&AS..134...53A","HD47863"
0,HD49713,"ESA 1997, The Tycho Catalogues","ESA, SP-1200",""
142,HD49713,"Dukes, Robert J., Jr.; Adelman, Saul J.","2018PASP..130d4202D","HD47964"
0,HD49976,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD49976,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
114,HD49976,"Pilachowski, C.A.; Bonsack, W.K.; Wolff, S.C.","1974A&A....37..275P",""
0,HD50169,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD50169,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD50040,50405"
79,HD50169,"Adelman, S. J.; Pi, C.-L. M.; Rayle, K. E.","1998A&AS..133..197A","HD50040"
0,HD50204,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD50204,"Winzer, John Ernest","1974PhDT........61W","HD50037"
0,HD50461,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD50461,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD50672,50936"
0,HD51418,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
24,HD51418,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD50973"
34,HD51418,"Gulliver, A. F.; Winzer, J. E.","1973ApJ...183..701G","HD50037"
35,HD51418,"Pyper, D. M.; Adelman, S. J.","1983A&AS...51..365P","HD50037"
0,HD53244,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD53244,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD49229,56405"
0,HD54118,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
92,HD54118,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD54118,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD55579,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
21,HD55579,"Adelman, Saul J.; Brunhouse, Eric F.","1998PASP..110.1304A","HD57744"
58,HD55579,"Winzer, John Ernest","1974PhDT........61W","HD57744"
116,HD55579,"Adelman, Saul J.","2005PASP..117..476A","HD57744"
0,HD55719,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD55719,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD55719,53704"
0,HD56022,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
27,HD56022,"Hensberge, H.; Deridder, G.; Doom, C.; and co.","1981A&AS...46..151H","HD56456"
39,HD56022,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD53704,56456"
0,HD56455,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD56455,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD53704,56456"
0,HD58661,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD58661,"Winzer, John Ernest","1974PhDT........61W","HD60652"
0,HD59256,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD59256,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD58377"
0,HD59435,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD59435,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD59154,59692"
0,HD62140,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
36,HD62140,"Bonsack, W. K.; Pilachowski, C. A.; Wolff","1974ApJ...187..265B",""
37,HD62140,"Adelman, Saul J.","1997PASP..109....9A","HD61497"
58,HD62140,"Winzer, John Ernest","1974PhDT........61W","HD58971"
87,HD62140,"Adelman, S. J.; Kaewkornmaung, P.","2005A&A...435.1099A","HD61497"
0,HD63843,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
0,HD64740,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
26,HD64740,"Pedersen, H.; Thomsen, B.","1977A&AS...30...11P",""
140,HD64740,"Krtička, J.; Janík, J.; Marková, H.; and co.","2013A&A...556A..18K",""
0,HD65987,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD65987,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD64507,65663"
0,HD66255,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD66255,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD66192,66210"
0,HD64486,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD64486,"Winzer, John Ernest","1974PhDT........61W	HD67934","U(9)B(9)V(9)"
0,HD66605,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
38,HD66605,"Renson, P.; Manfroid, J.","1978A&AS...34..445R","HD65211"
39,HD66605,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD67363"
90,HD66605,"Breger, M.","1979IBVS.1659....1B",""
0,HD68351,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
41,HD68351,"Stepien, K.","1968ApJ...154..945S",""
58,HD68351,"Winzer, John Ernest","1974PhDT........61W","HD69897"
68,HD68351,"Burke, Edward W., Jr.; and co.","1970JRASC..64..353B","HD68254"
0,HD71866,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
1,HD71866,"Catalano, F. A.; Leone, F.","1990A&AS...83..491C","HD71844,HD70273"
40,HD71866,"Jarzebowski, T.","1960AcA....10..191J","HD71844"
41,HD71866,"Stepien, K.","1968ApJ...154..945S",""
0,HD72968,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
1,HD72968,"Catalano, F. A.; Leone, F.","1990A&AS...83..491C","HD73451,HD73997"
6,HD72968,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
39,HD72968,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD70574,73997"
43,HD72968,"Wolff, S. C.; Wolff, R. J.","1971AJ.....76..422W","HD73431"
45.1,HD72968,"Adelman, Saul J.","1998A&AS..128..245A","HD73997"
45.2,HD72968,"Adelman, Saul J.","1998A&AS..128..245A","HD73997"
87,HD72968,"Adelman, S. J.; Kaewkornmaung, P.","2005A&A...435.1099A","HD73997"
88.1,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.","1978A&A....62..199M","HD73400"
88.2,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.","1978A&A....62..199M","HD73997"
88.3,HD72968,"Maitzen, H. M.; Albrecht, R.; Heck, A.","1978A&A....62..199M","HD73997,HD70574"
0,HD73340,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD73340,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD71043,HD73127"
89,HD73340,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1976A&A....48..383H",""
0,HD74196,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD74196,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
100,HD74196,"Jakate, Sh. M.","1979IBVS.1536....1J","HD74535"
0,HD74521,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
6,HD74521,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
41,HD74521,"Stepien, K.","1968ApJ...154..945S",""
45,HD74521,"Adelman, Saul J.","1998A&AS..128..245A","HD72359"
58,HD74521,"Winzer, John Ernest","1974PhDT........61W","HD74783"
111,HD74521,"Pojmanski, G.","2002AcA....52..397P",""
142,HD74521,"Dukes, Robert J., Jr.; Adelman, Saul J.","2018PASP..130d4202D","HD72359"
0,HD76756,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
21.1,HD76756,"Adelman, Saul J.; Brunhouse, Eric F.","1998PASP..110.1304A","HD76543"
21.2,HD76756,"Adelman, Saul J.; Brunhouse, Eric F.","1998PASP..110.1304A","HD74873"
0,HD77350,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD77350,"Winzer, John Ernest","1974PhDT........61W	HD77190",""
68,HD77350,"Burke, Edward W., Jr.; and co.","1970JRASC..64..353B","HD76333"
0,HD78316,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
