2453 510 30 0 96 6.9090 0.0004 0.0049 0.0067
2453 440 31 0 115 6.9977 0.0049 0.0480 0.0094
2453 550 32 0 115 6.8759 0.0055 0.0524 -0.0068
2453 360 1 1 43 1.1767 0.0010 0.0059 0.0109
2453 440 2 1 43 1.1129 0.0009 0.0053 0.0094
2453 550 3 1 43 1.0148 0.0015 0.0085 -0.0068
2453 400 24 2 21 0.9042 0.0013 0.0067 -0.0617
2453 360 1 3 14 1.1780 0.0012 0.0042 0.0109
2453 440 2 3 14 1.1017 0.0013 0.0043 0.0094
2453 550 3 3 14 1.0107 0.0012 0.0035 -0.0068
3322 510 30 0 67 6.4894 0.0012 0.0083 0.0021
3322 440 31 0 86 6.4015 0.0043 0.0378 0.0231
3322 550 32 0 86 6.4883 0.0054 0.0448 -0.0001
3322 350 20 31 95 0.0367 0.0004 0.0033 0.0002
3322 410 21 31 95 0.5642 0.0004 0.0032 0.0018
3322 465 22 31 95 0.6100 0.0003 0.0027 0.0013
3322 550 23 31 95 0.6323 0.0005 0.0037 -0.0001
3980 510 30 0 118 8.3564 0.0015 0.0142 0.0083
3980 440 31 0 168 8.4050 0.0078 0.0970 -0.0183
3980 550 32 0 168 8.3051 0.0072 0.1055 0.0058
3980 350 20 4 12 7.2643 0.0025 0.0072 0.0275
3980 410 21 4 12 6.1458 0.0030 0.0121 0.1216
3980 465 22 4 12 5.7782 0.0037 0.0116 0.0334
3980 550 23 4 12 5.7086 0.0027 0.0112 0.0058
3980 350 20 5 14 1.5132 0.0023 0.0068 0.0275
3980 410 21 5 22 1.6380 0.0012 0.0058 0.1216
3980 465 22 5 22 1.4212 0.0025 0.0096 0.0334
3980 550 23 5 22 1.3466 0.0013 0.0065 0.0058
3980 517 70 5 15 1.3830 0.0018 0.0061 0.0239
3980 517 71 5 15 1.4073 0.0020 0.0066 0.0239
4778 510 30 0 129 6.1511 0.0006 0.0056 0.0181
4778 440 31 0 167 6.1763 0.0019 0.0297 -0.0299
4778 550 32 0 167 6.1313 0.0030 0.0369 0.0218
4778 360 1 9 12 0.4186 0.0006 0.0033 -0.0230
4778 440 2 9 9 0.1993 0.0012 0.0041 -0.0299
4778 550 3 9 11 0.1243 0.0024 0.0077 0.0218
5737 510 30 0 88 4.2629 0.0005 0.0044 0.0034
5737 440 31 0 114 4.1241 0.0021 0.0229 0.0004
5737 550 32 0 114 4.2840 0.0024 0.0237 -0.0077
5737 350 20 92.1 83 4.8028 0.0017 0.0085 -0.0130
5737 350 20 92.2 109 4.7953 0.0010 0.0085 -0.0130
5737 410 21 92.1 83 4.3128 0.0012 0.0174 -0.0106
5737 410 21 92.2 109 4.2822 0.0007 0.0174 -0.0106
5737 465 22 92.1 83 4.2577 0.0011 0.0053 -0.0069
5737 465 22 92.2 109 4.2520 0.0004 0.0053 -0.0069
5737 550 23 92.1 83 4.3186 0.0009 0.0054 -0.0077
5737 550 23 92.2 109 4.3217 0.0007 0.0054 -0.0077
5737 350 20 93 220 4.8266 0.0010 0.0142 -0.0130
5737 410 21 93 220 4.2866 0.0005 0.0076 -0.0106
5737 465 22 93 220 4.2560 0.0006 0.0077 -0.0069
5737 550 23 93 220 4.3212 0.0006 0.0079 -0.0077
5737 360 1 100 26 0.8399 0.0016 0.0081 -0.0023
5737 440 2 100 26 0.4906 0.0011 0.0056 0.0004
5737 550 3 100 26 0.1450 0.0009 0.0042 -0.0077
5737 700 4 100 19 0.4568 0.0015 0.0051 -0.0010
5737 640 5 100 25 0.7510 0.0014 0.0074 0.0039
5797 510 30 0 214 8.5134 0.0014 0.0167 -0.0311
5797 440 31 0 270 8.7170 0.0099 0.1282 0.0384
5797 550 32 0 270 8.4920 0.0094 0.1345 -0.0265
5797 350 20 2 22 1.6145 0.0016 0.0093 -0.0422
5797 410 21 2 22 1.1120 0.0014 0.0064 0.0144
5797 465 22 2 22 0.9083 0.0008 0.0032 -0.0247
5797 550 23 2 22 0.7858 0.0014 0.0057 -0.0265
6178 510 30 0 100 5.5411 0.0004 0.0058 -0.0027
6178 440 31 0 134 5.6220 0.0021 0.0253 -0.0106
6178 550 32 0 134 5.5190 0.0028 0.0295 0.0007
6178 350 20 92 134 7.0466 0.0017 0.0190 0.0095
6178 410 21 92 134 5.7773 0.0007 0.0082 0.0077
6178 465 22 92 134 5.5503 0.0005 0.0055 0.0056
6178 550 23 92 134 5.5115 0.0006 0.0063 0.0007
6178 350 20 93 149 7.0660 0.0011 0.0125 0.0095
6178 410 21 93 149 5.7891 0.0008 0.0092 0.0077
6178 465 22 93 149 5.5505 0.0007 0.0081 0.0056
6178 550 23 93 149 5.5125 0.0008 0.0082 0.0007
6178 350 20 97 74 7.0614 0.0014 0.0111 0.0095
6178 410 21 97 74 5.7875 0.0010 0.0085 0.0077
6178 465 22 97 74 5.5500 0.0009 0.0078 0.0056
6178 550 23 97 74 5.5182 0.0009 0.0065 0.0007
6178 350 20 98 33 7.0571 0.0017 0.0093 0.0095
6178 410 21 98 33 5.7844 0.0018 0.0104 0.0077
6178 465 22 98 33 5.5482 0.0014 0.0081 0.0056
6178 550 23 98 33 5.5164 0.0015 0.0078 0.0007
6491 510 30 0 102 8.2266 0.0016 0.0139 -0.0015
6491 440 31 0 115 8.5706 0.0074 0.0934 -0.0175
6491 550 32 0 115 8.1640 0.0091 0.1038 -0.0126
6491 360 1 94 84 1.5092 0.0005 0.0053 -0.0124
6491 440 2 94 84 1.5018 0.0005 0.0052 -0.0175
6491 550 3 94 84 1.6012 0.0004 0.0041 -0.0126
6491 700 4 94 40 1.6587 0.0006 0.0041 -0.0126
6491 880 6 94 78 1.7105 0.0005 0.0035 -0.0077
6532 510 30 0 96 8.5044 0.0016 0.0141 0.0136
6532 440 31 0 117 8.6350 0.0101 0.1262 0.0152
6532 550 32 0 117 8.4284 0.0121 0.1319 -0.0154
6532 360 1 94 43 1.6553 0.0008 0.0052 0.0291
6532 440 2 94 43 1.6023 0.0007 0.0049 0.0152
6532 550 3 94 43 1.9072 0.0006 0.0039 -0.0154
6532 790 4 94 40 2.2223 0.0136 0.1156 -0.0186
6532 790 6 94 20 2.3244 0.0007 0.0037 -0.0186
7676 510 30 0 126 8.4686 0.0011 0.0127 0.0572
7676 440 31 0 147 8.6678 0.0091 0.1212 0.1609
7676 550 32 0 147 8.3802 0.0124 0.1191 0.0259
7676 440 2 12 17 8.6289 0.0089 0.0415 0.1609
7676 550 3 12 17 8.3949 0.0084 0.0278 0.0259
7676 350 20 13 29 9.9431 0.0025 0.0132 0.0405
7676 410 21 13 29 8.8846 0.0021 0.0122 0.1966
7676 465 22 13 29 8.5019 0.0016 0.0090 0.0921
7676 550 23 13 29 8.4076 0.0018 0.0081 0.0259
7676 350 20 14 74 9.9496 0.0015 0.0125 0.0405
7676 410 21 14 74 8.8864 0.0011 0.0099 0.1966
7676 465 22 14 74 8.5044 0.0008 0.0072 0.0921
7676 550 23 14 74 8.4098 0.0010 0.0063 0.0259
11187 510 30 0 124 7.1270 0.0008 0.0090 0.0000
11187 440 31 0 174 7.0552 0.0040 0.0529 0.0000
11187 550 32 0 174 7.1216 0.0053 0.0690 0.0000
11187 350 20 19 100 0.3407 0.0004 0.0044 0.0000
11187 410 21 19 100 0.7383 0.0004 0.0041 0.0000
11187 465 22 19 100 0.8094 0.0003 0.0037 0.0000
11187 550 23 19 100 0.8661 0.0004 0.0037 0.0000
14392 510 30 0 171 5.5475 0.0007 0.0075 -0.0161
14392 440 31 0 230 5.4657 0.0018 0.0263 -0.0154
14392 550 32 0 230 5.5521 0.0017 0.0273 -0.0155
14392 350 20 16 81 -0.3443 0.0015 0.0148 -0.0301
14392 410 21 16 81 0.1656 0.0009 0.0086 -0.0179
14392 465 22 16 81 0.2236 0.0007 0.0066 -0.0190
14392 550 23 16 81 0.2552 0.0007 0.0066 -0.0155
15144 510 30 0 108 5.9216 0.0007 0.0069 -0.0058
15144 440 31 0 142 6.0364 0.0025 0.0303 -0.0058
15144 550 32 0 142 5.8737 0.0030 0.0318 0.0020
15144 350 20 19 74 1.1891 0.0007 0.0065 -0.0002
15144 410 21 19 74 1.1907 0.0007 0.0054 -0.0043
15144 465 22 19 74 1.0274 0.0007 0.0061 -0.0007
15144 550 23 19 74 0.9603 0.0008 0.0057 0.0020
15980 510 30 0 122 7.8788 0.0010 0.0117 0.0000
15980 440 31 0 171 7.8392 0.0054 0.0696 0.0000
15980 550 32 0 171 7.8719 0.0071 0.0924 0.0000
15980 350 20 17 95 1.9285 0.0008 0.0081 0.0000
15980 410 21 17 95 1.4719 0.0004 0.0038 0.0000
15980 465 22 17 95 1.3617 0.0003 0.0032 0.0000
15980 550 23 17 95 1.3881 0.0003 0.0031 0.0000
19832 510 30 0 59 5.7559 0.0008 0.0055 0.0400
19832 440 31 0 70 5.6534 0.0028 0.0229 0.0487
19832 550 32 0 70 5.7631 0.0044 0.0348 0.0312
19832 360 1 91 513 -1.2270 0.0003 0.0070 0.0712
19832 440 2 91 513 -0.7413 0.0003 0.0052 0.0487
19832 550 3 91 513 -0.6358 0.0003 0.0062 0.0312
19832 360 1 91 533 -1.2190 0.0005 0.0096 0.0712
19832 440 2 91 533 -0.7465 0.0003 0.0059 0.0487
19832 550 3 91 533 -0.6341 0.0004 0.0069 0.0312
19832 360 1 91 294 -1.2175 0.0004 0.0052 0.0712
19832 440 2 91 294 -0.7456 0.0002 0.0034 0.0487
19832 550 3 91 294 -0.6336 0.0003 0.0048 0.0312
19832 360 1 91 317 -1.2146 0.0004 0.0067 0.0712
19832 440 2 91 417 -0.7459 0.0004 0.0069 0.0487
19832 550 3 91 417 -0.6348 0.0004 0.0063 0.0312
19832 360 1 92 236 -1.2313 0.0006 0.0088 0.0712
19832 440 2 92 236 -0.7430 0.0005 0.0067 0.0487
19832 550 3 92 236 -0.6337 0.0005 0.0069 0.0312
22316 510 30 0 83 6.2603 0.0008 0.0065 -0.0061
22316 440 31 0 107 6.1601 0.0034 0.0329 0.0116
22316 550 32 0 107 6.2741 0.0037 0.0375 -0.0092
22316 350 20 17 86 -0.1877 0.0004 0.0031 -0.0143
22316 410 21 17 86 0.1023 0.0004 0.0032 -0.0073
22316 465 22 17 86 0.1221 0.0003 0.0026 -0.0108
22316 550 23 17 86 0.1904 0.0002 0.0019 -0.0092
22316 350 20 17 12 -1.9098 0.0018 0.0051 -0.0143
22316 410 21 17 12 -1.4149 0.0005 0.0019 -0.0073
22316 465 22 17 12 -1.2954 0.0007 0.0021 -0.0108
22316 550 23 17 12 -1.1992 0.0010 0.0030 -0.0092
22470 510 30 0 78 5.1905 0.0002 0.0051 0.0532
22470 440 31 0 110 5.0745 0.0027 0.0258 0.0495
22470 550 32 0 110 5.2112 0.0026 0.0268 0.0484
22470 350 20 19 77 0.0925 0.0012 0.0098 0.1122
22470 410 21 19 77 0.7838 0.0009 0.0075 0.0492
22470 465 22 19 77 0.9217 0.0007 0.0055 0.0528
22470 550 23 19 77 1.0234 0.0009 0.0072 0.0484
22470 350 20 20 130 0.0743 0.0007 0.0068 0.1122
22470 410 21 20 130 0.8365 0.0007 0.0072 0.0492
22470 465 22 20 130 0.9526 0.0008 0.0084 0.0528
22470 550 23 20 130 1.0498 0.0008 0.0081 0.0484
26571 510 30 0 61 6.2005 0.0010 0.0069 -0.0225
26571 440 31 0 88 6.3505 0.0042 0.0389 -0.0156
26571 550 32 0 88 6.1748 0.0040 0.0365 -0.0210
26571 350 20 20 117 0.0208 0.0006 0.0058 -0.0341
26571 410 21 20 117 0.3941 0.0004 0.0042 -0.0268
26571 465 22 20 117 0.5098 0.0004 0.0035 -0.0267
26571 550 23 20 117 0.5096 0.0003 0.0031 -0.0210
27309 510 30 0 75 5.3190 0.0008 0.0041 0.0560
27309 440 31 0 101 5.2103 0.0022 0.0224 0.0535
27309 550 32 0 101 5.2103 0.0022 0.0224 0.0509
27309 350 20 22.1 34 -0.6622 0.0009 0.0055 0.1147
27309 410 21 22.1 34 -0.4822 0.0007 0.0044 0.0397
27309 465 22 22.1 34 -0.3737 0.0014 0.0089 0.0614
27309 550 23 22.1 34 -0.2209 0.0013 0.0072 0.0509
27309 360 40 22.2 27 5.1757 0.0035 0.0196 0.0971
27309 440 41 22.2 27 4.2415 0.0023 0.0120 0.0535
