starId,lambdaEff,filter,referenceId,magAverage,magError,stdError,amplitudeEff
630338,360,1,92,-1.2313,0.0006,0.0088,0.0712
630338,440,2,92,-0.7430,0.0005,0.0067,0.0487
630338,550,3,92,-0.6337,0.0005,0.0069,0.0312
227979,510,30,0,6.2603,0.0008,0.0065,-0.0061
227979,440,31,0,6.1601,0.0034,0.0329,0.0116
227979,550,32,0,6.2741,0.0037,0.0375,-0.0092
227979,350,20,17,-0.1877,0.0004,0.0031,-0.0143
227979,410,21,17,0.1023,0.0004,0.0032,-0.0073
227979,465,22,17,0.1221,0.0003,0.0026,-0.0108
227979,550,23,17,0.1904,0.0002,0.0019,-0.0092
227979,350,20,17,-1.9098,0.0018,0.0051,-0.0143
227979,410,21,17,-1.4149,0.0005,0.0019,-0.0073
227979,465,22,17,-1.2954,0.0007,0.0021,-0.0108
227979,550,23,17,-1.1992,0.0010,0.0030,-0.0092
666094,510,30,0,5.1905,0.0002,0.0051,0.0532
666094,440,31,0,5.0745,0.0027,0.0258,0.0495
666094,550,32,0,5.2112,0.0026,0.0268,0.0484
666094,350,20,19,0.0925,0.0012,0.0098,0.1122
666094,410,21,19,0.7838,0.0009,0.0075,0.0492
666094,465,22,19,0.9217,0.0007,0.0055,0.0528
666094,550,23,19,1.0234,0.0009,0.0072,0.0484
666094,350,20,20,0.0743,0.0007,0.0068,0.1122
666094,410,21,20,0.8365,0.0007,0.0072,0.0492
666094,465,22,20,0.9526,0.0008,0.0084,0.0528
666094,550,23,20,1.0498,0.0008,0.0081,0.0484
698910,510,30,0,6.2005,0.0010,0.0069,-0.0225
698910,440,31,0,6.3505,0.0042,0.0389,-0.0156
698910,550,32,0,6.1748,0.0040,0.0365,-0.0210
698910,350,20,20,0.0208,0.0006,0.0058,-0.0341
698910,410,21,20,0.3941,0.0004,0.0042,-0.0268
698910,465,22,20,0.5098,0.0004,0.0035,-0.0267
698910,550,23,20,0.5096,0.0003,0.0031,-0.0210
707870,510,30,0,5.3190,0.0008,0.0041,0.0560
707870,440,31,0,5.2103,0.0022,0.0224,0.0535
707870,550,32,0,5.2103,0.0022,0.0224,0.0509
707870,350,20,22,-0.6622,0.0009,0.0055,0.1147
707870,410,21,22,-0.4822,0.0007,0.0044,0.0397
707870,465,22,22,-0.3737,0.0014,0.0089,0.0614
707870,550,23,22,-0.2209,0.0013,0.0072,0.0509
707870,360,40,22,5.1757,0.0035,0.0196,0.0971
707870,440,41,22,4.2415,0.0023,0.0120,0.0535
707870,550,42,22,5.3683,0.0008,0.0069,0.0509
707870,450,43,22,5.0746,0.0031,0.0146,0.0510
707870,440,44,22,5.7783,0.0024,0.0132,0.0535
707870,550,45,22,6.0604,0.0025,0.0131,0.0509
707870,581,46,22,6.5391,0.0026,0.0145,0.0670
707870,350,50,23,-1.2940,0.0060,0.0229,0.1147
707870,360,51,23,-1.0806,0.0044,0.0172,0.0971
707870,410,52,23,-0.8484,0.0021,0.0083,0.0397
707870,465,53,23,-0.5135,0.0034,0.0146,0.0614
707870,510,54,23,-0.3385,0.0085,0.0211,0.0560
707870,550,55,23,-0.2773,0.0036,0.0132,0.0509
707870,635,56,23,-0.1483,0.0039,0.0137,0.0600
707870,635,57,23,-0.0636,0.0047,0.0152,0.0600
707870,740,58,23,0.0528,0.0042,0.0135,0.0622
707870,740,59,23,0.1312,0.0059,0.0191,0.0622
707870,350,50,24,-1.2988,0.0017,0.0082,0.1147
707870,360,51,24,-1.0858,0.0020,0.0095,0.0971
707870,410,52,24,-0.8364,0.0010,0.0051,0.0397
707870,465,53,24,-0.5285,0.0023,0.0128,0.0614
707870,510,54,24,-0.3441,0.0050,0.0158,0.0560
707870,550,55,24,-0.2754,0.0012,0.0056,0.0509
707870,635,56,24,-0.1427,0.0015,0.0065,0.0600
707870,635,57,24,-0.0586,0.0013,0.0055,0.0600
707870,740,58,24,0.0551,0.0019,0.0081,0.0622
707870,740,59,24,0.1236,0.0023,0.0095,0.0622
722159,510,30,0,5.7238,0.0006,0.0060,0.0988
722159,440,31,0,5.5931,0.0027,0.0280,0.1288
722159,550,32,0,5.7411,0.0030,0.0308,0.0909
722159,2200,7,6,6.0692,0.0064,0.0170,0.0825
722159,2200,8,6,6.1010,0.0075,0.0199,0.0825
722159,2200,9,6,6.1591,0.0176,0.0465,0.0825
722159,2200,10,6,6.1019,0.0106,0.0280,0.0825
722159,2200,11,6,5.7301,0.0831,0.2082,0.0825
722159,350,20,26,6.2405,0.0011,0.0028,0.1466
722159,410,21,26,5.7618,0.0021,0.0062,0.1261
722159,465,22,26,5.7245,0.0022,0.0071,0.1148
722159,550,23,26,5.7745,0.0016,0.0054,0.0909
722159,440,41,46,4.6267,0.0015,0.0077,0.1288
722159,550,42,46,5.7503,0.0014,0.0074,0.0909
722159,350,20,92,6.2195,0.0036,0.0187,0.1466
722159,410,21,92,5.7559,0.0015,0.0083,0.1261
722159,465,22,92,5.7085,0.0012,0.0072,0.1148
722159,550,23,92,5.7639,0.0014,0.0086,0.0909
722159,350,20,93,6.2559,0.0023,0.0144,0.1466
722159,410,21,93,5.7681,0.0021,0.0142,0.1261
722159,465,22,93,5.7174,0.0014,0.0098,0.1148
722159,550,23,93,5.7717,0.0013,0.0099,0.0909
722159,350,20,97,6.2577,0.0037,0.0082,0.1466
722159,410,21,97,5.7741,0.0043,0.0118,0.1261
722159,465,22,97,5.7217,0.0046,0.0120,0.1148
722159,550,23,97,5.7741,0.0044,0.0118,0.0909
722478,550,32,0,5.7052,0.0000,0.0306,0.0000
722478,350,20,92,6.3488,0.0013,0.0217,-0.0111
722478,410,21,92,5.7490,0.0000,0.0000,0.0000
722478,465,22,92,5.6740,0.0000,0.0000,0.0000
722478,550,23,92,5.7180,0.0000,0.0000,0.0000
722478,350,20,93,6.3772,0.0013,0.0195,-0.0111
722478,410,21,93,5.7332,0.0000,0.0160,0.0000
722478,465,22,93,5.6666,0.0001,0.0142,0.0000
722478,550,23,93,5.7202,0.0000,0.0117,0.0000
2981659,510,30,0,8.9569,0.0016,0.0163,0.0041
2981659,440,31,0,9.2235,0.0136,0.1671,-0.0155
2981659,550,32,0,8.8651,0.0156,0.1610,0.0033
2981659,350,20,4,10.6388,0.0020,0.0066,0.0448
2981659,410,21,4,9.4516,0.0043,0.0185,0.0912
2981659,465,22,4,9.0172,0.0000,0.0165,0.0297
2981659,550,23,4,8.8568,0.0054,0.0126,0.0033
2981659,550,3,27,8.8584,0.0022,0.0070,0.0033
2981659,350,20,27,0.9829,0.0012,0.0071,0.0448
2981659,410,21,27,0.9557,0.0013,0.0091,0.0912
2981659,350,20,29,0.9789,0.0085,0.0191,0.0448
2981659,410,21,29,0.9509,0.0110,0.0334,0.0912
2981659,465,22,29,0.8255,0.0000,0.0000,0.0297
2981659,550,23,29,0.7898,0.0204,0.0295,0.0033
756054,510,30,0,7.0413,0.0008,0.0056,-0.0253
756054,440,31,0,6.9910,0.0046,0.0466,-0.0299
756054,550,32,0,7.0518,0.0059,0.0605,-0.0238
756054,360,1,7,6.5910,0.0019,0.0085,-0.0441
756054,440,2,7,7.0130,0.0015,0.0059,-0.0299
756054,550,3,7,7.0621,0.0015,0.0063,-0.0238
756054,350,20,30,-0.2584,0.0004,0.0033,-0.0471
756054,410,21,30,0.2836,0.0003,0.0029,-0.0276
756054,465,22,30,0.4364,0.0003,0.0024,-0.0277
756054,550,23,30,0.5494,0.0003,0.0028,-0.0238
756054,350,20,87,-0.2648,0.0005,0.0035,-0.0471
756054,410,21,87,0.2872,0.0004,0.0030,-0.0276
756054,465,22,87,0.4490,0.0005,0.0040,-0.0277
756054,550,23,87,0.5607,0.0004,0.0031,-0.0238
306083,510,30,0,5.4004,0.0005,0.0057,-0.0455
306083,440,31,0,5.2949,0.0012,0.0205,-0.0436
306083,550,32,0,5.4173,0.0013,0.0244,-0.0403
306083,350,20,37,-0.7412,0.0006,0.0045,-0.1091
306083,410,21,37,-0.4227,0.0005,0.0040,-0.0461
306083,465,22,37,-0.4805,0.0005,0.0035,-0.0480
306083,550,23,37,-0.3801,0.0004,0.0032,-0.0403
772305,510,30,0,7.0994,0.0009,0.0097,-0.1122
772305,440,31,0,6.9962,0.0034,0.0481,-0.1410
772305,550,32,0,7.1151,0.0049,0.0654,-0.0992
772305,350,20,4,7.7108,0.0047,0.0095,-0.1623
772305,410,21,4,7.1463,0.0085,0.0163,-0.1463
772305,465,22,4,7.0827,0.0091,0.0211,-0.1255
772305,550,23,4,7.1228,0.0052,0.0098,-0.0992
772305,350,20,31,1.6009,0.0007,0.0050,-0.1623
772305,410,21,31,1.1067,0.0007,0.0049,-0.1463
772305,465,22,31,1.0495,0.0004,0.0038,-0.1255
772305,550,23,31,0.9903,0.0005,0.0038,-0.0992
777950,510,30,0,6.1376,0.0011,0.0091,0.0000
777950,440,31,0,6.0873,0.0038,0.0405,0.0000
777950,550,32,0,6.1347,0.0042,0.0445,0.0000
777950,350,20,45,-0.8681,0.0010,0.0044,0.0000
777950,410,21,45,-0.7377,0.0012,0.0053,0.0000
777950,465,22,45,-0.5072,0.0014,0.0064,0.0000
777950,550,23,45,-0.3447,0.0011,0.0047,0.0000
777950,350,20,45,1.5581,0.0010,0.0046,0.0000
777950,410,21,45,1.6652,0.0011,0.0052,0.0000
777950,465,22,45,1.8627,0.0010,0.0047,0.0000
777950,550,23,45,2.0269,0.0014,0.0067,0.0000
785381,510,30,0,7.8751,0.0011,0.0105,-0.0388
785381,440,31,0,7.7474,0.0071,0.0866,-0.0520
785381,550,32,0,7.8942,0.0064,0.0911,-0.0290
785381,350,20,92,8.3365,0.0028,0.0202,-0.0628
785381,410,21,92,7.9144,0.0019,0.0129,-0.0370
785381,465,22,92,7.8654,0.0012,0.0081,-0.0385
785381,550,23,92,7.9257,0.0012,0.0100,-0.0290
785381,350,20,93,8.3635,0.0033,0.0198,-0.0628
785381,410,21,93,7.9239,0.0027,0.0151,-0.0370
785381,465,22,93,7.8643,0.0015,0.0084,-0.0385
785381,550,23,93,7.9212,0.0012,0.0084,-0.0290
785381,350,20,102,0.8376,0.0006,0.0061,-0.0628
785381,410,21,102,1.1812,0.0004,0.0039,-0.0370
785381,465,22,102,1.2123,0.0004,0.0038,-0.0385
785381,550,23,102,1.2422,0.0004,0.0042,-0.0290
798842,510,30,0,8.0313,0.0008,0.0084,-0.0169
798842,440,31,0,7.9113,0.0071,0.0714,-0.0103
798842,550,32,0,8.0350,0.0092,0.1055,-0.0140
798842,350,20,32,1.2476,0.0007,0.0077,-0.0320
798842,410,21,32,1.3494,0.0006,0.0057,-0.0204
798842,465,22,32,1.3612,0.0005,0.0045,-0.0198
798842,550,23,32,1.3912,0.0005,0.0051,-0.0140
811516,350,20,92,8.8382,0.0014,0.0148,-0.0482
811516,410,21,92,8.1732,0.0011,0.0104,-0.0400
811516,465,22,92,8.0851,0.0008,0.0079,-0.0389
811516,550,23,92,8.1276,0.0008,0.0084,-0.0212
811516,350,20,93,8.8763,0.0007,0.0129,-0.0482
811516,410,21,93,8.1943,0.0008,0.0131,-0.0400
811516,465,22,93,8.0875,0.0005,0.0087,-0.0389
811516,550,23,93,8.1246,0.0005,0.0092,-0.0212
811516,350,20,97,8.8815,0.0010,0.0093,-0.0482
811516,410,21,97,8.1973,0.0008,0.0068,-0.0400
811516,465,22,97,8.0889,0.0007,0.0062,-0.0389
811516,550,23,97,8.1260,0.0007,0.0056,-0.0212
827499,510,30,0,6.9486,0.0011,0.0092,-0.0280
827499,440,31,0,6.8057,0.0041,0.0509,-0.0174
827499,550,32,0,6.9739,0.0058,0.0648,-0.0253
827499,350,20,26,7.0994,0.0004,0.0029,-0.0248
827499,410,21,26,6.9873,0.0005,0.0031,-0.0336
827499,465,22,26,6.9599,0.0005,0.0038,-0.0267
827499,550,23,26,7.0056,0.0005,0.0034,-0.0253
827499,350,20,33,-0.6252,0.0007,0.0046,-0.0248
827499,410,21,33,-0.6915,0.0010,0.0059,-0.0336
827499,465,22,33,-0.7053,0.0006,0.0041,-0.0267
827499,550,23,33,-0.7293,0.0007,0.0045,-0.0253
827499,350,20,85,0.9272,0.0013,0.0061,-0.0248
827499,410,21,85,0.8535,0.0015,0.0057,-0.0336
827499,465,22,85,0.8218,0.0012,0.0056,-0.0267
827499,550,23,85,0.7863,0.0015,0.0063,-0.0253
827032,510,30,0,7.4501,0.0014,0.0099,0.0108
827032,440,31,0,7.8067,0.0084,0.0708,-0.0768
827032,550,32,0,7.3662,0.0053,0.0732,0.0146
827032,550,3,27,7.3332,0.0015,0.0069,0.0146
827032,350,20,27,1.4246,0.0013,0.0065,0.0560
827032,410,21,27,0.8342,0.0014,0.0060,0.1116
836292,510,30,0,2.6062,0.0003,0.0026,-0.0323
836292,440,31,0,2.5671,0.0021,0.0240,-0.0221
836292,550,32,0,2.6290,0.0016,0.0226,-0.0280
836292,350,20,37,0.3263,0.0007,0.0054,-0.0702
836292,410,21,37,0.8919,0.0009,0.0064,-0.0321
836292,465,22,37,0.7279,0.0006,0.0048,-0.0347
836292,550,23,37,1.0916,0.0006,0.0042,-0.0280
836292,350,20,87,-0.3160,0.0004,0.0040,-0.0702
836292,410,21,87,0.0607,0.0004,0.0028,-0.0321
836292,465,22,87,0.1419,0.0004,0.0041,-0.0347
836292,550,23,87,0.1752,0.0004,0.0031,-0.0280
867173,510,30,0,6.5256,0.0008,0.0078,-0.0326
867173,440,31,0,6.3681,0.0024,0.0335,-0.0283
867173,550,32,0,6.5489,0.0021,0.0431,-0.0296
867173,350,20,92,6.8787,0.0009,0.0171,-0.0494
867173,410,21,92,6.5387,0.0006,0.0102,-0.0357
867173,465,22,92,6.5098,0.0005,0.0073,-0.0353
867173,550,23,92,6.5816,0.0005,0.0091,-0.0296
867173,350,20,93,6.9129,0.0009,0.0112,-0.0494
867173,410,21,93,6.5493,0.0007,0.0071,-0.0357
867173,465,22,93,6.5077,0.0007,0.0065,-0.0353
867173,550,23,93,6.5857,0.0005,0.0054,-0.0296
871077,510,30,0,6.2480,0.0005,0.0043,-0.0175
871077,440,31,0,6.1591,0.0025,0.0294,-0.0221
871077,550,32,0,6.2646,0.0031,0.0407,-0.0209
871077,350,20,33,1.1664,0.0008,0.0087,-0.0441
871077,410,21,33,0.9648,0.0005,0.0052,-0.0178
871077,465,22,33,0.9375,0.0005,0.0045,-0.0234
871077,550,23,33,0.9436,0.0005,0.0045,-0.0209
871077,350,20,86,0.1137,0.0011,0.0087,-0.0441
871077,410,21,86,-0.1405,0.0009,0.0063,-0.0178
871077,465,22,86,-0.2201,0.0011,0.0081,-0.0234
871077,550,23,86,-0.2474,0.0008,0.0051,-0.0209
930623,510,30,0,6.0174,0.0012,0.0134,0.0160
930623,440,31,0,5.8605,0.0024,0.0347,0.0249
930623,550,32,0,6.0369,0.0035,0.0422,0.0146
930623,350,20,20,-0.9248,0.0028,0.0228,0.0252
930623,410,21,20,-0.1409,0.0022,0.0169,0.0263
930623,465,22,20,-0.0501,0.0020,0.0140,0.0209
930623,550,23,20,0.0162,0.0017,0.0119,0.0146
930623,350,20,26,6.3915,0.0047,0.0190,0.0252
930623,410,21,26,6.0368,0.0026,0.0097,0.0263
930623,465,22,26,6.0093,0.0026,0.0091,0.0209
930623,550,23,26,6.0772,0.0025,0.0088,0.0146
921413,510,30,0,5.8159,0.0005,0.0052,-0.0015
921413,350,20,17,-0.2576,0.0005,0.0045,-0.0027
921413,410,21,17,0.3995,0.0005,0.0044,-0.0015
921413,465,22,17,0.5530,0.0006,0.0064,-0.0017
921413,550,23,17,0.6372,0.0003,0.0026,-0.0028
921413,350,20,17,2.1743,0.0006,0.0040,-0.0027
921413,410,21,17,2.8513,0.0009,0.0052,-0.0015
921413,465,22,17,2.9605,0.0004,0.0030,-0.0017
921413,550,23,17,3.0415,0.0005,0.0033,-0.0028
925913,510,30,0,9.0097,0.0016,0.0153,0.0000
925913,440,31,0,9.0135,0.0137,0.1547,0.0000
925913,550,32,0,8.9643,0.0158,0.1783,0.0000
925913,350,20,79,0.6194,0.0005,0.0054,0.0000
925913,410,21,79,0.6751,0.0005,0.0052,0.0000
925913,465,22,79,0.6223,0.0004,0.0042,0.0000
925913,550,23,79,0.6878,0.0004,0.0045,0.0000
934473,510,30,0,6.7093,0.0008,0.0082,-0.1387
934473,440,31,0,6.7350,0.0046,0.0725,-0.0813
934473,350,50,24,1.5564,0.0013,0.0061,-0.1087
934473,360,51,24,1.6968,0.0013,0.0050,-0.0622
934473,410,52,24,1.8763,0.0011,0.0040,-0.0266
934473,465,53,24,1.8020,0.0009,0.0055,-0.1303
934473,510,54,24,1.8055,0.0029,0.0123,-0.1387
934473,550,55,24,1.7887,0.0011,0.0058,-0.1697
934473,635,56,24,1.7532,0.0009,0.0049,-0.1852
934473,635,57,24,1.7450,0.0005,0.0024,-0.1852
934473,740,58,24,1.7611,0.0011,0.0061,-0.1817
934473,740,59,24,1.7627,0.0007,0.0032,-0.1817
934473,360,1,34,-0.2098,0.0013,0.0061,-0.0622
934473,440,2,34,-0.0334,0.0018,0.0080,-0.0813
934473,550,3,34,0.3544,0.0010,0.0062,-0.1697
934473,350,20,35,-0.2006,0.0029,0.0135,-0.1087
934473,410,21,35,-0.0255,0.0070,0.0267,-0.0266
934473,465,22,35,0.0581,0.0016,0.0102,-0.1303
934473,550,23,35,0.3428,0.0013,0.0069,-0.1697
3021861,510,30,2,5.1435,0.0006,0.0060,0.0200
3021861,440,31,2,5.1133,0.0014,0.0190,0.0350
3021861,550,32,2,5.1485,0.0018,0.0220,0.0200
3021861,350,20,92,6.2150,0.0025,0.0130,0.0300
3021861,410,21,92,5.2782,0.0023,0.0110,0.0330
3021861,465,22,92,5.1110,0.0018,0.0080,0.0330
3021861,550,23,92,5.1641,0.0021,0.0090,0.0200
3021861,350,20,92,6.1676,0.0038,0.0130,0.0300
3021861,410,21,92,5.2593,0.0019,0.0060,0.0330
3021861,465,22,92,5.1165,0.0032,0.0100,0.0330
3021861,550,23,92,5.1748,0.0029,0.0090,0.0200
3021861,350,20,93,6.1906,0.0053,0.0190,0.0300
3021861,410,21,93,5.2671,0.0034,0.0110,0.0330
3021861,465,22,93,5.1031,0.0043,0.0140,0.0330
3021861,550,23,93,5.1571,0.0033,0.0100,0.0200
3021861,350,20,93,6.1502,0.0012,0.0100,0.0300
3021861,410,21,93,5.2687,0.0008,0.0060,0.0330
