starId,epoch,period
1512443,47862.10365,6.2542
1493452,47862.10365,6.2542
1246073,4.0024,21.704038
630338,48170.399588,0.727906
827499,87862.10365,2.2542
2994943,44611.859,1.33026
2686623,48503.131,3.99744
101981,48733.714,9.487792
